history_sequence,user_prompt,user_intent,candidate_endpoint,candidate_http_method,candidate_has_path_parameters,candidate_has_query_parameters,candidate_requires_request_body,candidate_path_depth,candidate_summary,next_call_user_made,llm_reason_for_candidate,is_actual_next_call
"GET /billing/invoices","Generate a new invoice.","User wants to create a new billing invoice.","/payments","POST",FALSE,FALSE,TRUE,1,"Creates a new payment.",/invoices,"Payment is different from invoice creation.",0
"POST /teams/{id}/channels","Create a new channel within this team.","User wants to establish a new communication channel inside a specific team.","/teams/{id}/channels","POST",TRUE,FALSE,TRUE,3,"Creates a new channel in a team.",/teams/{id}/channels,"Directly matches 'create a new channel within this team'.",1
"POST /teams/{id}/channels","Create a new channel within this team.","User wants to establish a new communication channel inside a specific team.","/channels","POST",FALSE,FALSE,TRUE,1,"Creates a new communication channel.",/teams/{id}/channels,"Too general, user specified 'this team'.",0
"POST /teams/{id}/channels","Create a new channel within this team.","User wants to establish a new communication channel inside a specific team.","/teams/{id}/members","POST",TRUE,FALSE,TRUE,3,"Adds a member to a team.",/teams/{id}/channels,"Adding members is different from creating channels.",0
"POST /teams/{id}/channels","Create a new channel within this team.","User wants to establish a new communication channel inside a specific team.","/messages","POST",FALSE,FALSE,TRUE,1,"Sends a new message.",/teams/{id}/channels,"Sending messages is different from creating a channel.",0
"GET /webhooks","List all active webhooks.","User wants to view a summary of all configured webhooks.","/webhooks","GET",FALSE,TRUE,FALSE,1,"Lists all webhooks.",/webhooks,"Directly matches 'list all active webhooks'.",1
"GET /webhooks","List all active webhooks.","User wants to view a summary of all configured webhooks.","/webhooks","POST",FALSE,FALSE,TRUE,1,"Creates a new webhook subscription.",/webhooks,"User wants to *list*, not create.",0
"GET /webhooks","List all active webhooks.","User wants to view a summary of all configured webhooks.","/integrations","GET",FALSE,TRUE,FALSE,1,"Lists all integration connections.",/webhooks,"Integrations are broader than just webhooks.",0
"GET /webhooks","List all active webhooks.","User wants to view a summary of all configured webhooks.","/events/types","GET",FALSE,TRUE,FALSE,2,"Lists available event types.",/webhooks,"Related, but not direct webhook list.",0
"POST /contacts/{id}/notes","Add a new note to this contact.","User is viewing a contact and wants to record additional information.","/contacts/{id}/notes","POST",TRUE,FALSE,TRUE,3,"Adds a note to a specific contact.",/contacts/{id}/notes,"Directly matches 'add a new note'.",1
"POST /contacts/{id}/notes","Add a new note to this contact.","User is viewing a contact and wants to record additional information.","/contacts/{id}","PUT",TRUE,FALSE,TRUE,2,"Updates a contact's details.",/contacts/{id}/notes,"User wants to add a note, not update contact details.",0
"POST /contacts/{id}/notes","Add a new note to this contact.","User is viewing a contact and wants to record additional information.","/activities","POST",FALSE,FALSE,TRUE,1,"Logs a general activity.",/contacts/{id}/notes,"Too general, user specified 'note to this contact'.",0
"POST /contacts/{id}/notes","Add a new note to this contact.","User is viewing a contact and wants to record additional information.","/tasks","POST",FALSE,FALSE,TRUE,1,"Creates a new task.",/contacts/{id}/notes,"Creating task is different from adding a note.",0
"GET /dashboard/metrics","Show me the hourly user growth.","User wants to view a specific metric related to user growth on the dashboard.","/dashboard/metrics/user_growth_hourly","GET",FALSE,TRUE,FALSE,3,"Retrieves hourly user growth metrics for the dashboard.",/dashboard/metrics/user_growth_hourly,"Directly matches 'hourly user growth'.",1
"GET /dashboard/metrics","Show me the hourly user growth.","User wants to view a specific metric related to user growth on the dashboard.","/dashboard/metrics/sales","GET",FALSE,TRUE,FALSE,3,"Retrieves sales metrics for the dashboard.",/dashboard/metrics/user_growth_hourly,"User asked for 'user growth', not 'sales'.",0
"GET /dashboard/metrics","Show me the hourly user growth.","User wants to view a specific metric related to user growth on the dashboard.","/users","GET",FALSE,TRUE,FALSE,1,"Lists all users.",/dashboard/metrics/user_growth_hourly,"Irrelevant.",0
"GET /dashboard/metrics","Show me the hourly user growth.","User wants to view a specific metric related to user growth on the dashboard.","/metrics","GET",FALSE,TRUE,FALSE,1,"Retrieves raw metrics.",/dashboard/metrics/user_growth_hourly,"User wants dashboard metric, not raw data.",0
"POST /email_campaigns","Schedule this campaign to send next week.","User has prepared an email campaign and wants to set its future delivery.","/email_campaigns/{id}/schedule","POST",TRUE,FALSE,TRUE,3,"Schedules an email campaign for future delivery.",/email_campaigns/{id}/schedule,"Directly matches 'schedule this campaign to send'.",1
"POST /email_campaigns","Schedule this campaign to send next week.","User has prepared an email campaign and wants to set its future delivery.","/email_campaigns/{id}/send","POST",TRUE,FALSE,FALSE,3,"Initiates the sending of a specific email campaign.",/email_campaigns/{id}/schedule,"User wants to *schedule*, not send immediately.",0
"POST /email_campaigns","Schedule this campaign to send next week.","User has prepared an email campaign and wants to set its future delivery.","/email_templates","GET",FALSE,TRUE,FALSE,1,"Lists all email templates.",/email_campaigns/{id}/schedule,"Irrelevant to scheduling a campaign.",0
"POST /email_campaigns","Schedule this campaign to send next week.","User has prepared an email campaign and wants to set its future delivery.","/tasks","POST",FALSE,FALSE,TRUE,1,"Creates a new task.",/email_campaigns/{id}/schedule,"Too generic.",0
"GET /audit_logs/events","Filter logs for critical security events.","User wants to view audit logs specifically related to security incidents.","/audit_logs/events/security","GET",FALSE,TRUE,FALSE,3,"Retrieves audit logs filtered for security events.",/audit_logs/events/security,"Directly matches 'critical security events'.",1
"GET /audit_logs/events","Filter logs for critical security events.","User wants to view audit logs specifically related to security incidents.","/audit_logs/events/login","GET",FALSE,TRUE,FALSE,3,"Retrieves audit logs filtered for login events.",/audit_logs/events/security,"Related, but specific to login, not general security.",0
"GET /audit_logs/events","Filter logs for critical security events.","User wants to view audit logs specifically related to security incidents.","/security_incidents","GET",FALSE,TRUE,FALSE,1,"Lists security incidents.",/audit_logs/events/security,"Incidents are different from raw audit logs.",0
"GET /audit_logs/events","Filter logs for critical security events.","User wants to view audit logs specifically related to security incidents.","/logs/errors","GET",FALSE,TRUE,FALSE,2,"Retrieves system error logs.",/audit_logs/events/security,"General errors vs. specific security audit events.",0
"GET /teams/{id}/channels/{channel_id}/messages","Pin this important message.","User is viewing messages in a channel and wants to highlight one.","/teams/{id}/channels/{channel_id}/messages/{message_id}/pin","POST",TRUE,FALSE,FALSE,5,"Pins a message in a channel.",/teams/{id}/channels/{channel_id}/messages/{message_id}/pin,"Directly matches 'pin this important message'.",1
"GET /teams/{id}/channels/{channel_id}/messages","Pin this important message.","User is viewing messages in a channel and wants to highlight one.","/teams/{id}/channels/{channel_id}/messages/{message_id}","PUT",TRUE,FALSE,TRUE,4,"Updates a message.",/teams/{id}/channels/{channel_id}/messages/{message_id}/pin,"Updating is different from pinning.",0
"GET /teams/{id}/channels/{channel_id}/messages","Pin this important message.","User is viewing messages in a channel and wants to highlight one.","/messages","POST",FALSE,FALSE,TRUE,1,"Sends a new message.",/teams/{id}/channels/{channel_id}/messages/{message_id}/pin,"User wants to pin, not send a new message.",0
"GET /teams/{id}/channels/{channel_id}/messages","Pin this important message.","User is viewing messages in a channel and wants to highlight one.","/channels/{id}","GET",TRUE,FALSE,FALSE,2,"Retrieves channel details.",/teams/{id}/channels/{channel_id}/messages/{message_id}/pin,"Viewing channel details is irrelevant.",0
"POST /product_bundles","Create a new product bundle.","User wants to define a new combination of products sold together.","/product_bundles","POST",FALSE,FALSE,TRUE,1,"Creates a new product bundle.",/product_bundles,"Directly matches 'create a new product bundle'.",1
"POST /product_bundles","Create a new product bundle.","User wants to define a new combination of products sold together.","/products","POST",FALSE,FALSE,TRUE,1,"Creates a new product.",/product_bundles,"Creating product is different from creating bundle.",0
"POST /product_bundles","Create a new product bundle.","User wants to define a new combination of products sold together.","/categories","POST",FALSE,FALSE,TRUE,1,"Creates a new category.",/product_bundles,"Related, but not the bundle itself.",0
"POST /product_bundles","Create a new product bundle.","User wants to define a new combination of products sold together.","/discounts","POST",FALSE,FALSE,TRUE,1,"Creates a new discount.",/product_bundles,"Discount is different from product bundle.",0
"GET /metrics/system","Check system health.","User wants to view the current operational status and health metrics of the system.","/metrics/system/health","GET",FALSE,TRUE,FALSE,3,"Retrieves overall system health status.",/metrics/system/health,"Directly matches 'check system health'.",1
"GET /metrics/system","Check system health.","User wants to view the current operational status and health metrics of the system.","/metrics/system/usage","GET",FALSE,TRUE,FALSE,3,"Retrieves system resource usage.",/metrics/system/health,"Usage is part of health, but user asked for general health.",0
"GET /metrics/system","Check system health.","User wants to view the current operational status and health metrics of the system.","/logs","GET",FALSE,TRUE,FALSE,1,"Retrieves system logs.",/metrics/system/health,"Logs are raw data, user wants health summary.",0
"GET /metrics/system","Check system health.","User wants to view the current operational status and health metrics of the system.","/status_page","GET",FALSE,TRUE,FALSE,1,"Retrieves system status page.",/metrics/system/health,"Status page is external, user wants API metric.",0
"POST /user_groups","Add a new user to this group.","User wants to assign an existing user to a specific group.","/user_groups/{id}/members","POST",TRUE,FALSE,TRUE,3,"Adds a member to a user group.",/user_groups/{id}/members,"Directly matches 'add a new user to this group'.",1
"POST /user_groups","Add a new user to this group.","User wants to assign an existing user to a specific group.","/user_groups/{id}","PUT",TRUE,FALSE,TRUE,2,"Updates a user group.",/user_groups/{id}/members,"User wants to add member, not update group itself.",0
"POST /user_groups","Add a new user to this group.","User wants to assign an existing user to a specific group.","/users","POST",FALSE,FALSE,TRUE,1,"Creates a new user.",/user_groups/{id}/members,"Creating a user is different from adding to a group.",0
"POST /user_groups","Add a new user to this group.","User wants to assign an existing user to a specific group.","/roles","GET",FALSE,TRUE,FALSE,1,"Lists available roles.",/user_groups/{id}/members,"Irrelevant.",0
"GET /email_notifications","Review pending email notifications.","User wants to see emails that are scheduled but not yet sent.","/email_notifications/pending","GET",FALSE,TRUE,FALSE,2,"Retrieves pending email notifications.",/email_notifications/pending,"Directly matches 'review pending email notifications'.",1
"GET /email_notifications","Review pending email notifications.","User wants to see emails that are scheduled but not yet sent.","/email_notifications/sent","GET",FALSE,TRUE,FALSE,2,"Retrieves sent email notifications.",/email_notifications/pending,"User asked for 'pending', not 'sent'.",0
"GET /email_notifications","Review pending email notifications.","User wants to see emails that are scheduled but not yet sent.","/notifications","GET",FALSE,TRUE,FALSE,1,"Lists all notifications.",/email_notifications/pending,"Too general, user specified 'email notifications'.",0
"GET /email_notifications","Review pending email notifications.","User wants to see emails that are scheduled but not yet sent.","/campaigns","GET",FALSE,TRUE,FALSE,1,"Lists all marketing campaigns.",/email_notifications/pending,"Irrelevant.",0
"GET /billing/plans","Change the pricing plan for this customer.","User is viewing billing plans and wants to assign a different one to a customer.","/customers/{id}/plan","PUT",TRUE,FALSE,TRUE,3,"Updates a customer's pricing plan.",/customers/{id}/plan,"Directly matches 'change pricing plan for this customer'.",1
"GET /billing/plans","Change the pricing plan for this customer.","User is viewing billing plans and wants to assign a different one to a customer.","/billing/plans","POST",FALSE,FALSE,TRUE,1,"Creates a new billing plan.",/customers/{id}/plan,"User wants to *change* existing, not create new plan.",0
"GET /billing/plans","Change the pricing plan for this customer.","User is viewing billing plans and wants to assign a different one to a customer.","/subscriptions/{id}","PUT",TRUE,FALSE,TRUE,2,"Updates a subscription.",/customers/{id}/plan,"Subscription update is related, but user specified 'pricing plan for this customer'.",0
"GET /billing/plans","Change the pricing plan for this customer.","User is viewing billing plans and wants to assign a different one to a customer.","/invoices","GET",FALSE,TRUE,FALSE,1,"Lists all invoices.",/customers/{id}/plan,"Irrelevant.",0
"POST /auth/oauth/clients","Register a new OAuth client application.","User wants to set up a new application to use OAuth for authentication.","/auth/oauth/clients","POST",FALSE,FALSE,TRUE,3,"Registers a new OAuth client application.",/auth/oauth/clients,"Directly matches 'register a new OAuth client application'.",1
"POST /auth/oauth/clients","Register a new OAuth client application.","User wants to set up a new application to use OAuth for authentication.","/auth/oauth/tokens","POST",FALSE,FALSE,TRUE,3,"Generates a new OAuth token.",/auth/oauth/clients,"Generating token is different from registering client.",0
"POST /auth/oauth/clients","Register a new OAuth client application.","User wants to set up a new application to use OAuth for authentication.","/api_keys","POST",FALSE,FALSE,TRUE,1,"Generates a new API key.",/auth/oauth/clients,"API keys are different from OAuth clients.",0
"POST /auth/oauth/clients","Register a new OAuth client application.","User wants to set up a new application to use OAuth for authentication.","/apps","POST",FALSE,FALSE,TRUE,1,"Creates a new application.",/auth/oauth/clients,"Creating general app is different from registering OAuth client.",0
"GET /files/versions","Revert this file to a previous version.","User is viewing file versions and wants to restore an older state of a document.","/files/{id}/revert","POST",TRUE,FALSE,TRUE,3,"Reverts a file to a specified previous version.",/files/{id}/revert,"Directly matches 'revert this file to a previous version'.",1
"GET /files/versions","Revert this file to a previous version.","User is viewing file versions and wants to restore an older state of a document.","/files/{id}/history","GET",TRUE,TRUE,FALSE,3,"Retrieves file version history.",/files/{id}/revert,"User wants to *revert*, not just view history.",0
"GET /files/versions","Revert this file to a previous version.","User is viewing file versions and wants to restore an older state of a document.","/files/{id}","PUT",TRUE,FALSE,TRUE,2,"Updates file content.",/files/{id}/revert,"Updating is different from reverting to old version.",0
"GET /files/versions","Revert this file to a previous version.","User is viewing file versions and wants to restore an older state of a document.","/backups","GET",FALSE,TRUE,FALSE,1,"Lists all backups.",/files/{id}/revert,"General backups, not specific file versions.",0
"POST /tickets/{id}/comments","Add a new comment to this ticket.","User is viewing a support ticket and wants to add a note or update.","/tickets/{id}/comments","POST",TRUE,FALSE,TRUE,3,"Adds a comment to a support ticket.",/tickets/{id}/comments,"Directly matches 'add a new comment to this ticket'.",1
"POST /tickets/{id}/comments","Add a new comment to this ticket.","User is viewing a support ticket and wants to add a note or update.","/tickets/{id}","PUT",TRUE,FALSE,TRUE,2,"Updates a support ticket.",/tickets/{id}/comments,"User wants to add a comment, not general update.",0
"POST /tickets/{id}/comments","Add a new comment to this ticket.","User is viewing a support ticket and wants to add a note or update.","/users/{id}/activity","GET",TRUE,TRUE,FALSE,3,"Retrieves user activity.",/tickets/{id}/comments,"Irrelevant.",0
"POST /tickets/{id}/comments","Add a new comment to this ticket.","User is viewing a support ticket and wants to add a note or update.","/messages","POST",FALSE,FALSE,TRUE,1,"Sends a new message.",/tickets/{id}/comments,"Too general.",0
"GET /admin/dashboard","View admin activity log.","Admin wants to see a log of administrative actions taken in the system.","/admin/audit_logs","GET",FALSE,TRUE,FALSE,2,"Retrieves administrative audit logs.",/admin/audit_logs,"Directly matches 'admin activity log'.",1
"GET /admin/dashboard","View admin activity log.","Admin wants to see a log of administrative actions taken in the system.","/users","GET",FALSE,TRUE,FALSE,1,"Lists all users.",/admin/audit_logs,"Admin wants logs, not user list.",0
"GET /admin/dashboard","View admin activity log.","Admin wants to see a log of administrative actions taken in the system.","/logs","GET",FALSE,TRUE,FALSE,1,"Retrieves system logs.",/admin/audit_logs,"Too general, user wants *admin* activity.",0
"GET /admin/dashboard","View admin activity log.","Admin wants to see a log of administrative actions taken in the system.","/metrics/system","GET",FALSE,TRUE,FALSE,2,"Retrieves system metrics.",/admin/audit_logs,"Metrics are different from activity logs.",0
"POST /api_keys/{id}/revoke","Revoke this API key.","User wants to disable a specific API key, preventing its further use.","/api_keys/{id}/revoke","POST",TRUE,FALSE,FALSE,3,"Revokes a specific API key.",/api_keys/{id}/revoke,"Directly matches 'revoke this API key'.",1
"POST /api_keys/{id}/revoke","Revoke this API key.","User wants to disable a specific API key, preventing its further use.","/api_keys/{id}","DELETE",TRUE,FALSE,FALSE,2,"Deletes an API key.",/api_keys/{id}/revoke,"Revoke is usually softer than delete, and more specific.",0
"POST /api_keys/{id}/revoke","Revoke this API key.","User wants to disable a specific API key, preventing its further use.","/api_keys","POST",FALSE,FALSE,TRUE,1,"Generates a new API key.",/api_keys/{id}/revoke,"Opposite action.",0
"POST /api_keys/{id}/revoke","Revoke this API key.","User wants to disable a specific API key, preventing its further use.","/users/{id}/tokens","DELETE",TRUE,FALSE,FALSE,3,"Deletes a user's access token.",/api_keys/{id}/revoke,"User wants to revoke API key, not user token.",0
"GET /users/{id}/preferences","Update notification preferences for this user.","Admin is viewing user preferences and wants to modify notification settings.","/users/{id}/preferences/notifications","PUT",TRUE,FALSE,TRUE,4,"Updates notification preferences for a user.",/users/{id}/preferences/notifications,"Directly matches 'update notification preferences'.",1
"GET /users/{id}/preferences","Update notification preferences for this user.","Admin is viewing user preferences and wants to modify notification settings.","/users/{id}/preferences/theme","PUT",TRUE,FALSE,TRUE,4,"Updates user theme preferences.",/users/{id}/preferences/notifications,"Specific to theme, not notifications.",0
"GET /users/{id}/preferences","Update notification preferences for this user.","Admin is viewing user preferences and wants to modify notification settings.","/notifications/settings","PUT",FALSE,FALSE,TRUE,2,"Updates general notification settings.",/users/{id}/preferences/notifications,"Too general, user specified 'this user'.",0
"GET /users/{id}/preferences","Update notification preferences for this user.","Admin is viewing user preferences and wants to modify notification settings.","/users/{id}/profile","PUT",TRUE,FALSE,TRUE,3,"Updates user profile.",/users/{id}/preferences/notifications,"Profile is broader than just notifications.",0
"POST /products/{id}/variants","Add a new variant (e.g., size, color) to this product.","User wants to define a new version or option for an existing product.","/products/{id}/variants","POST",TRUE,FALSE,TRUE,3,"Adds a new variant to a product.",/products/{id}/variants,"Directly matches 'add a new variant'.",1
"POST /products/{id}/variants","Add a new variant (e.g., size, color) to this product.","User wants to define a new version or option for an existing product.","/products/{id}","PUT",TRUE,FALSE,TRUE,2,"Updates a product's main details.",/products/{id}/variants,"User wants to add a *variant*, not update main product.",0
"POST /products/{id}/variants","Add a new variant (e.g., size, color) to this product.","User wants to define a new version or option for an existing product.","/categories","POST",FALSE,FALSE,TRUE,1,"Creates a new category.",/products/{id}/variants,"Irrelevant.",0
"POST /products/{id}/variants","Add a new variant (e.g., size, color) to this product.","User wants to define a new version or option for an existing product.","/inventory/{id}","PUT",TRUE,FALSE,TRUE,2,"Updates inventory levels.",/products/{id}/variants,"Inventory update is different from adding a variant.",0
"GET /billing/subscriptions","Check active subscriptions.","User wants to view all current active billing subscriptions.","/subscriptions","GET",FALSE,TRUE,FALSE,1,"Lists all subscriptions.",/subscriptions,"Directly matches 'check active subscriptions'.",1
"GET /billing/subscriptions","Check active subscriptions.","User wants to view all current active billing subscriptions.","/subscriptions/{id}","GET",TRUE,FALSE,FALSE,2,"Retrieves a specific subscription's details.",/subscriptions,"User wants to view *all* active, not specific.",0
"GET /billing/subscriptions","Check active subscriptions.","User wants to view all current active billing subscriptions.","/customers","GET",FALSE,TRUE,FALSE,1,"Lists all customers.",/subscriptions,"Irrelevant.",0
"GET /billing/subscriptions","Check active subscriptions.","User wants to view all current active billing subscriptions.","/invoices","GET",FALSE,TRUE,FALSE,1,"Lists all invoices.",/subscriptions,"Related, but not subscriptions.",0
"POST /user_roles","Assign 'Admin' role to new user.","User wants to grant administrative privileges to a specific user.","/users/{id}/roles","PUT",TRUE,FALSE,TRUE,3,"Updates a user's assigned roles.",/users/{id}/roles,"Directly matches 'assign Admin role'.",1
"POST /user_roles","Assign 'Admin' role to new user.","User wants to grant administrative privileges to a specific user.","/roles","POST",FALSE,FALSE,TRUE,1,"Creates a new user role.",/users/{id}/roles,"User wants to assign, not create role.",0
"POST /user_roles","Assign 'Admin' role to new user.","User wants to grant administrative privileges to a specific user.","/users/{id}/permissions/admin","PUT",TRUE,FALSE,TRUE,4,"Grants or revokes admin permissions for a user.",/users/{id}/roles,"Specific to admin permissions, roles are broader.",0
"POST /user_roles","Assign 'Admin' role to new user.","User wants to grant administrative privileges to a specific user.","/users/{id}/activate","POST",TRUE,FALSE,FALSE,3,"Activates a user account.",/users/{id}/roles,"Activating account is different from assigning role.",0
"GET /billing/transactions","Review transaction history.","User wants to see a detailed log of past billing transactions.","/billing/transactions","GET",FALSE,TRUE,FALSE,2,"Retrieves billing transaction history.",/billing/transactions,"Directly matches 'review transaction history'.",1
"GET /billing/transactions","Review transaction history.","User wants to see a detailed log of past billing transactions.","/billing/invoices","GET",FALSE,TRUE,FALSE,2,"Lists invoices.",/billing/transactions,"Invoices are related, but user wants 'transactions'.",0
"GET /billing/transactions","Review transaction history.","User wants to see a detailed log of past billing transactions.","/payments","GET",FALSE,TRUE,FALSE,1,"Lists all payments.",/billing/transactions,"Payments are part of transactions, but user wants 'transactions history'.",0
"GET /billing/transactions","Review transaction history.","User wants to see a detailed log of past billing transactions.","/reports/financial","GET",FALSE,TRUE,FALSE,2,"Generates a financial report.",/billing/transactions,"Report is different from raw transaction history.",0
"GET /logs/errors","Investigate recent system errors.","User wants to examine logs specifically for system errors.","/logs/errors","GET",FALSE,TRUE,FALSE,2,"Retrieves system error logs.",/logs/errors,"Directly matches 'investigate recent system errors'.",1
"GET /logs/errors","Investigate recent system errors.","User wants to examine logs specifically for system errors.","/logs/access","GET",FALSE,TRUE,FALSE,2,"Retrieves system access logs.",/logs/errors,"User wants 'errors', not 'access'.",0
"GET /logs/errors","Investigate recent system errors.","User wants to examine logs specifically for system errors.","/audit_logs","GET",FALSE,TRUE,FALSE,1,"Retrieves audit logs.",/logs/errors,"Audit logs are different from system errors.",0
"GET /logs/errors","Investigate recent system errors.","User wants to examine logs specifically for system errors.","/metrics/system/health","GET",FALSE,TRUE,FALSE,3,"Retrieves system health status.",/logs/errors,"Health status is summarized, not raw errors.",0
"POST /workflows/{id}/cancel","Terminate this workflow instance.","User wants to stop a currently running workflow instance.","/workflows/{id}/cancel","POST",TRUE,FALSE,FALSE,3,"Cancels a specific workflow instance.",/workflows/{id}/cancel,"Directly matches 'terminate this workflow instance'.",1
"POST /workflows/{id}/cancel","Terminate this workflow instance.","User wants to stop a currently running workflow instance.","/workflows/{id}","DELETE",TRUE,FALSE,FALSE,2,"Deletes a workflow definition.",/workflows/{id}/cancel,"User wants to cancel instance, not delete definition.",0
"POST /workflows/{id}/cancel","Terminate this workflow instance.","User wants to stop a currently running workflow instance.","/workflows/{id}/pause","POST",TRUE,FALSE,FALSE,3,"Pauses a specific workflow instance.",/workflows/{id}/cancel,"Pausing is different from canceling.",0
"POST /workflows/{id}/cancel","Terminate this workflow instance.","User wants to stop a currently running workflow instance.","/tasks","GET",FALSE,TRUE,FALSE,1,"Lists all tasks.",/workflows/{id}/cancel,"Irrelevant.",0
"GET /deployments/{id}/logs","Check deployment logs for errors.","User wants to review the logs generated during a specific deployment process.","/deployments/{id}/logs","GET",TRUE,TRUE,FALSE,3,"Retrieves logs for a specific deployment.",/deployments/{id}/logs,"Directly matches 'check deployment logs'.",1
"GET /deployments/{id}/logs","Check deployment logs for errors.","User wants to review the logs generated during a specific deployment process.","/deployments/{id}/status","GET",TRUE,FALSE,FALSE,3,"Retrieves status of a specific deployment.",/deployments/{id}/logs,"User wants logs, not just status.",0
"GET /deployments/{id}/logs","Check deployment logs for errors.","User wants to review the logs generated during a specific deployment process.","/logs/errors","GET",FALSE,TRUE,FALSE,2,"Retrieves system error logs.",/deployments/{id}/logs,"Too general, user wants *deployment* logs.",0
"GET /deployments/{id}/logs","Check deployment logs for errors.","User wants to review the logs generated during a specific deployment process.","/releases/{id}","GET",TRUE,FALSE,FALSE,2,"Retrieves details of a specific release.",/deployments/{id}/logs,"Irrelevant.",0
"POST /integrations/{id}/disconnect","Disconnect this linked account.","User wants to sever the connection to a third-party service integration.","/integrations/{id}/disconnect","POST",TRUE,FALSE,FALSE,3,"Disconnects a specific integration.",/integrations/{id}/disconnect,"Directly matches 'disconnect this linked account'.",1
"POST /integrations/{id}/disconnect","Disconnect this linked account.","User wants to sever the connection to a third-party service integration.","/integrations/{id}","DELETE",TRUE,FALSE,FALSE,2,"Deletes an integration.",/integrations/{id}/disconnect,"Disconnect is usually softer than delete, and often reversible.",0
"POST /integrations/{id}/disconnect","Disconnect this linked account.","User wants to sever the connection to a third-party service integration.","/integrations/{id}/reconnect","POST",TRUE,FALSE,FALSE,3,"Reconnects a specific integration.",/integrations/{id}/disconnect,"Opposite action.",0
"POST /integrations/{id}/disconnect","Disconnect this linked account.","User wants to sever the connection to a third-party service integration.","/settings/security","PUT",FALSE,FALSE,TRUE,2,"Updates general security settings.",/integrations/{id}/disconnect,"Irrelevant.",0
"GET /user_activities/{id}/sessions","View active sessions for this user.","User wants to see all currently active login sessions for a specific user.","/users/{id}/sessions","GET",TRUE,TRUE,FALSE,3,"Lists user sessions for a specific user.",/users/{id}/sessions,"Directly matches 'view active sessions for this user'.",1
"GET /user_activities/{id}/sessions","View active sessions for this user.","User wants to see all currently active login sessions for a specific user.","/user_activities/{id}","GET",TRUE,TRUE,FALSE,2,"Retrieves activity for a specific user.",/users/{id}/sessions,"User wants sessions, not general activity.",0
"GET /user_activities/{id}/sessions","View active sessions for this user.","User wants to see all currently active login sessions for a specific user.","/users/{id}/login_history","GET",TRUE,TRUE,FALSE,3,"Retrieves login history for a user.",/users/{id}/sessions,"Login history is past, user wants active sessions.",0
"GET /user_activities/{id}/sessions","View active sessions for this user.","User wants to see all currently active login sessions for a specific user.","/security_events","GET",FALSE,TRUE,FALSE,1,"Lists security events.",/users/{id}/sessions,"Irrelevant.",0
"POST /images/{id}/optimize","Optimize this image for web.","User has uploaded an image and wants to reduce its file size for web display.","/images/{id}/optimize","POST",TRUE,FALSE,TRUE,3,"Optimizes an image for web or other purposes.",/images/{id}/optimize,"Directly matches 'optimize this image for web'.",1
"POST /images/{id}/optimize","Optimize this image for web.","User has uploaded an image and wants to reduce its file size for web display.","/images/{id}/resize","POST",TRUE,FALSE,TRUE,3,"Resizes an image.",/images/{id}/optimize,"Resizing is different from general optimization.",0
"POST /images/{id}/optimize","Optimize this image for web.","User has uploaded an image and wants to reduce its file size for web display.","/assets","POST",FALSE,FALSE,TRUE,1,"Uploads a new digital asset.",/images/{id}/optimize,"User is optimizing, not uploading.",0
"POST /images/{id}/optimize","Optimize this image for web.","User has uploaded an image and wants to reduce its file size for web display.","/files/{id}/convert","POST",TRUE,FALSE,TRUE,3,"Converts a file to a different format.",/images/{id}/optimize,"File conversion is broader.",0
"GET /product_bundles","Review existing product bundles.","User wants to see a list of all defined product bundles.","/product_bundles","GET",FALSE,TRUE,FALSE,1,"Lists all product bundles.",/product_bundles,"Directly matches 'review existing product bundles'.",1
"GET /product_bundles","Review existing product bundles.","User wants to see a list of all defined product bundles.","/product_bundles","POST",FALSE,FALSE,TRUE,1,"Creates a new product bundle.",/product_bundles,"User wants to *review*, not create.",0
"GET /product_bundles","Review existing product bundles.","User wants to see a list of all defined product bundles.","/products","GET",FALSE,TRUE,FALSE,1,"Lists all products.",/product_bundles,"Products are items, bundles are combinations.",0
"GET /product_bundles","Review existing product bundles.","User wants to see a list of all defined product bundles.","/categories","GET",FALSE,TRUE,FALSE,1,"Lists all product categories.",/product_bundles,"Irrelevant.",0
"POST /metrics/custom","Log a new custom metric.","User wants to record a specific custom metric value.","/metrics/custom","POST",FALSE,FALSE,TRUE,2,"Submits a new custom metric data point.",/metrics/custom,"Directly matches 'log a new custom metric'.",1
"POST /metrics/custom","Log a new custom metric.","User wants to record a specific custom metric value.","/metrics","POST",FALSE,FALSE,TRUE,1,"Submits new metrics data.",/metrics/custom,"Too general, user specified 'custom metric'.",0
"POST /metrics/custom","Log a new custom metric.","User wants to record a specific custom metric value.","/events","POST",FALSE,FALSE,TRUE,1,"Logs a new event.",/metrics/custom,"Events are different from metrics.",0
"POST /metrics/custom","Log a new custom metric.","User wants to record a specific custom metric value.","/dashboards","GET",FALSE,TRUE,FALSE,1,"Lists user dashboards.",/metrics/custom,"Irrelevant.",0
"GET /user_groups/{id}/permissions","Assign 'Admin' permissions to this group.","User wants to grant administrative permissions to a specific user group.","/user_groups/{id}/permissions/admin","PUT",TRUE,FALSE,TRUE,4,"Grants or revokes admin permissions for a user group.",/user_groups/{id}/permissions/admin,"Directly matches 'assign Admin permissions to this group'.",1
